NASA SC(2)-0412 AIRFOIL
 1.0000000     0.0000000     12.00
 0.9963362     0.0007432
 0.9899945     0.0020011
 0.9823673     0.0034615
 0.9730533     0.0051521
 0.9615657     0.0072239
 0.9473377     0.0096548
 0.9291416     0.0126359
 0.9055700     0.0163725
 0.8770026     0.0206546
 0.8467378     0.0249558
 0.8159313     0.0291271
 0.7845889     0.0331567
 0.7529966     0.0369484
 0.7225103     0.0403319
 0.6917748     0.0434211
 0.6632005     0.0461081
 0.6377286     0.0482835
 0.6126805     0.0501088
 0.5879443     0.0517249
 0.5619202     0.0531013
 0.5332790     0.0543652
 0.5034881     0.0553916
 0.4732723     0.0561308
 0.4426691     0.0565727
 0.4117257     0.0568027
 0.3804847     0.0568022
 0.3496173     0.0564967
 0.3202591     0.0560052
 0.2932820     0.0554019
 0.2673414     0.0544917
 0.2383265     0.0533252
 0.2108531     0.0517499
 0.1867681     0.0501755
 0.1652547     0.0484766
 0.1455915     0.0466665
 0.1276579     0.0448535
 0.1119812     0.0430459
 0.0990934     0.0413783
 0.0888787     0.0399317
 0.0805697     0.0385969
 0.0735612     0.0373623
 0.0675788     0.0362369
 0.0624201     0.0352073
 0.0579102     0.0342477
 0.0539114     0.0333418
 0.0503243     0.0324804
 0.0470763     0.0316571
 0.0441132     0.0308666
 0.0413938     0.0301049
 0.0388854     0.0293690
 0.0365621     0.0286543
 0.0344017     0.0279549
 0.0323846     0.0272662
 0.0304940     0.0265846
 0.0287154     0.0259075
 0.0270365     0.0252338
 0.0254472     0.0245635
 0.0239393     0.0238966
 0.0225058     0.0232332
 0.0211406     0.0225734
 0.0198385     0.0219174
 0.0185954     0.0212650
 0.0174084     0.0206151
 0.0162749     0.0199666
 0.0151925     0.0193186
 0.0141586     0.0186705
 0.0131711     0.0180217
 0.0122277     0.0173718
 0.0113264     0.0167203
 0.0104652     0.0160669
 0.0096424     0.0154115
 0.0088572     0.0147535
 0.0081096     0.0140922
 0.0073996     0.0134269
 0.0067267     0.0127566
 0.0060907     0.0120806
 0.0054909     0.0113980
 0.0049268     0.0107080
 0.0043978     0.0100100
 0.0039029     0.0093048
 0.0034411     0.0085934
 0.0030119     0.0078768
 0.0026147     0.0071564
 0.0022491     0.0064335
 0.0019146     0.0057094
 0.0016106     0.0049858
 0.0013362     0.0042642
 0.0010905     0.0035457
 0.0008722     0.0028309
 0.0006804     0.0021204
 0.0005139     0.0014143
 0.0003720     0.0007125
 0.0002538     0.0000148
 0.0001587    -0.0006791
 0.0000860    -0.0013698
 0.0000355    -0.0020580
 0.0000068    -0.0027444
 0.0000000    -0.0034300
 0.0000151    -0.0041158
 0.0000521    -0.0048027
 0.0001110    -0.0054917
 0.0001921    -0.0061835
 0.0002960    -0.0068787
 0.0004230    -0.0075778
 0.0005741    -0.0082811
 0.0007500    -0.0089887
 0.0009517    -0.0097007
 0.0011801    -0.0104168
 0.0014365    -0.0111364
 0.0017218    -0.0118588
 0.0020371    -0.0125825
 0.0023831    -0.0133061
 0.0027604    -0.0140280
 0.0031693    -0.0147469
 0.0036105    -0.0154614
 0.0040844    -0.0161702
 0.0045918    -0.0168724
 0.0051336    -0.0175669
 0.0057109    -0.0182535
 0.0063241    -0.0189329
 0.0069738    -0.0196062
 0.0076604    -0.0202742
 0.0083842    -0.0209379
 0.0091455    -0.0215980
 0.0099442    -0.0222556
 0.0107802    -0.0229113
 0.0116546    -0.0235651
 0.0125694    -0.0242173
 0.0135264    -0.0248677
 0.0145277    -0.0255164
 0.0155756    -0.0261636
 0.0166725    -0.0268095
 0.0178211    -0.0274544
 0.0190242    -0.0280988
 0.0202851    -0.0287434
 0.0216080    -0.0293888
 0.0229980    -0.0300359
 0.0244612    -0.0306855
 0.0260047    -0.0313389
 0.0276361    -0.0319975
 0.0293643    -0.0326629
 0.0311994    -0.0333375
 0.0331533    -0.0340230
 0.0352406    -0.0347214
 0.0374782    -0.0354349
 0.0398864    -0.0361665
 0.0424894    -0.0369199
 0.0453182    -0.0376979
 0.0484135    -0.0385041
 0.0518328    -0.0393442
 0.0556562    -0.0402326
 0.0599784    -0.0411954
 0.0648801    -0.0422546
 0.0704498    -0.0433877
 0.0769311    -0.0445763
 0.0847990    -0.0458844
 0.0946561    -0.0474098
 0.1071194    -0.0492072
 0.1227962    -0.0512458
 0.1416352    -0.0533711
 0.1625339    -0.0553295
 0.1843711    -0.0571101
 0.2070343    -0.0586280
 0.2302539    -0.0600138
 0.2512221    -0.0610536
 0.2716297    -0.0618547
 0.2932249    -0.0624739
 0.3180444    -0.0629678
 0.3432680    -0.0632393
 0.3657064    -0.0633071
 0.3871609    -0.0631349
 0.4099160    -0.0627015
 0.4315045    -0.0621560
 0.4517419    -0.0614315
 0.4721140    -0.0604951
 0.4936175    -0.0592593
 0.5159368    -0.0575304
 0.5386942    -0.0554375
 0.5617227    -0.0529021
 0.5849500    -0.0499219
 0.6077730    -0.0465409
 0.6315102    -0.0427518
 0.6601080    -0.0376807
 0.6974804    -0.0306790
 0.7450448    -0.0216438
 0.7741736    -0.0162441
 0.8001924    -0.0117670
 0.8235234    -0.0079585
 0.8430215    -0.0051696
 0.8604011    -0.0029547
 0.8773060    -0.0011536
 0.8920911     0.0000371
 0.9058235     0.0008179
 0.9179503     0.0011771
 0.9293608     0.0012095
 0.9400605     0.0008979
 0.9501701     0.0004908
 0.9596127    -0.0001688
 0.9684742    -0.0009464
 0.9764379    -0.0018346
 0.9837226    -0.0028287
 0.9903805    -0.0038615
 0.9963716    -0.0048628
 1.0000000    -0.0055000
